STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
Rajasthan,Bundi,2014,80,,4,,,325,,0.0,0.0,0.0,80.0,0.0,80.0,0.0,119.0,0.0,0.0,0.0,119.0,0.0,179.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,721.0
Rajasthan,Chittorgarh,2014,104,,2,,,641,,0.0,0.0,0.0,104.0,1.0,103.0,10.0,180.0,77.0,0.0,0.0,103.0,0.0,145.0,20.0,2.0,4.0,4.0,115.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.0
Rajasthan,Churu,2014,72,,7,,,414,,0.0,0.0,0.0,72.0,0.0,72.0,11.0,58.0,58.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
Rajasthan,Dausa,2014,37,,5,,,234,,0.0,0.0,0.0,37.0,6.0,31.0,0.0,88.0,0.0,88.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
Rajasthan,Dholpur,2014,78,,21,,,249,,0.0,0.0,0.0,78.0,11.0,67.0,17.0,68.0,32.0,0.0,0.0,36.0,0.0,43.0,7.0,13.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Rajasthan,Dungarpur,2014,110,,13,,,187,,0.0,0.0,0.0,110.0,1.0,109.0,6.0,131.0,0.0,0.0,0.0,131.0,0.0,154.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0
Rajasthan,G.R.P.Ajmer,2014,3,,1,,,0,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,6.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Rajasthan,G.R.P.Jodhpur,2014,1,,0,,,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Rajasthan,Ganganagar,2014,180,,17,,,923,,1.0,1.0,0.0,179.0,9.0,170.0,8.0,129.0,29.0,0.0,0.0,21.0,79.0,147.0,31.0,5.0,0.0,3.0,108.0,2.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,49.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,47.0,1535.0
Rajasthan,Hanumangarh,2014,135,,11,,,599,,0.0,0.0,0.0,135.0,13.0,122.0,11.0,72.0,72.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0
Rajasthan,Jaipur East,2014,73,,8,,,313,,0.0,0.0,0.0,73.0,4.0,69.0,5.0,126.0,26.0,0.0,0.0,96.0,4.0,165.0,35.0,14.0,0.0,31.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,743.0
Rajasthan,Jaipur North,2014,42,,4,,,296,,0.0,0.0,0.0,42.0,0.0,42.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,569.0
Rajasthan,Jaipur Rural,2014,80,,13,,,256,,0.0,0.0,0.0,80.0,22.0,58.0,12.0,128.0,43.0,0.0,0.0,63.0,22.0,183.0,58.0,17.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711.0
Rajasthan,Jaipur South,2014,56,,8,,,210,,0.0,0.0,0.0,56.0,2.0,54.0,0.0,90.0,12.0,0.0,0.0,1.0,77.0,97.0,10.0,3.0,1.0,2.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,556.0
Rajasthan,Jaipur West,2014,92,,13,,,336,,0.0,0.0,0.0,92.0,4.0,88.0,1.0,118.0,30.0,0.0,0.0,0.0,88.0,118.0,7.0,27.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,10.0,8.0,724.0
Rajasthan,Jaisalmer,2014,10,,5,,,48,,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
Rajasthan,Jalore,2014,43,,9,,,183,,0.0,0.0,0.0,43.0,0.0,43.0,7.0,57.0,0.0,0.0,0.0,57.0,0.0,104.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
Rajasthan,Jhalawar,2014,138,,11,,,524,,1.0,0.0,1.0,137.0,19.0,118.0,33.0,153.0,4.0,0.0,0.0,149.0,0.0,296.0,26.0,4.0,1.0,3.0,262.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0
Rajasthan,Jhunjhunu,2014,79,,12,,,361,,0.0,0.0,0.0,79.0,9.0,70.0,5.0,89.0,0.0,0.0,0.0,25.0,64.0,53.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
Rajasthan,Jodhpur East,2014,25,,2,,,218,,0.0,0.0,0.0,25.0,0.0,25.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,97.0,9.0,4.0,3.0,1.0,80.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,396.0
Rajasthan,Jodhpur West,2014,46,,0,,,165,,0.0,0.0,0.0,46.0,2.0,44.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,117.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,393.0
Rajasthan,Jodhpur Rural,2014,43,,6,,,210,,0.0,0.0,0.0,43.0,1.0,42.0,2.0,43.0,9.0,0.0,0.0,34.0,0.0,115.0,14.0,12.0,0.0,14.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,14.0,451.0
Rajasthan,Karauli,2014,49,,14,,,214,,0.0,0.0,0.0,49.0,4.0,45.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,104.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,487.0
Rajasthan,Kota City,2014,100,,3,,,538,,0.0,0.0,0.0,100.0,3.0,97.0,2.0,137.0,35.0,0.0,0.0,102.0,0.0,102.0,30.0,0.0,0.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,903.0
Rajasthan,Kota Rural,2014,60,,2,,,271,,0.0,0.0,0.0,60.0,4.0,56.0,0.0,75.0,0.0,0.0,0.0,75.0,0.0,186.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
Rajasthan,Nagaur,2014,102,,8,,,516,,0.0,0.0,0.0,102.0,0.0,102.0,0.0,110.0,0.0,0.0,0.0,106.0,4.0,94.0,0.0,0.0,2.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,868.0
Rajasthan,Pali,2014,107,,21,,,516,,0.0,0.0,0.0,107.0,0.0,107.0,23.0,161.0,0.0,0.0,0.0,161.0,0.0,341.0,284.0,51.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1186.0
Rajasthan,Praapgarh,2014,202,,12,,,322,,0.0,0.0,0.0,202.0,12.0,190.0,7.0,142.0,0.0,0.0,0.0,142.0,0.0,305.0,64.0,24.0,0.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,999.0
Rajasthan,Rajsamand,2014,48,,6,,,290,,0.0,0.0,0.0,48.0,1.0,47.0,0.0,72.0,10.0,0.0,0.0,41.0,21.0,81.0,3.0,13.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0
Rajasthan,Sawai Madhopur,2014,70,,0,,,297,,0.0,0.0,0.0,70.0,20.0,50.0,30.0,83.0,18.0,0.0,0.0,35.0,30.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
Rajasthan,Sikar,2014,79,,14,,,405,,0.0,0.0,0.0,79.0,8.0,71.0,0.0,149.0,149.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,731.0
Rajasthan,Sirohi,2014,51,,4,,,276,,0.0,0.0,0.0,51.0,1.0,50.0,3.0,62.0,16.0,0.0,0.0,44.0,2.0,78.0,2.0,1.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,492.0
Rajasthan,Tonk,2014,52,,5,,,316,,0.0,0.0,0.0,52.0,15.0,37.0,24.0,75.0,0.0,0.0,0.0,75.0,0.0,129.0,0.0,0.0,0.0,0.0,129.0,3.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,673.0
Rajasthan,Udaipur,2014,229,,8,,,723,,0.0,0.0,0.0,229.0,0.0,229.0,37.0,312.0,59.0,0.0,0.0,174.0,79.0,479.0,14.0,8.0,1.0,7.0,449.0,3.0,0.0,0.0,0.0,3.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,14.0,1863.0
Rajasthan,Total,2014,3759,,408,,,15905,,3.0,2.0,1.0,3756.0,414.0,3342.0,373.0,4421.0,1057.0,88.0,0.0,2360.0,916.0,5999.0,727.0,235.0,23.0,88.0,4926.0,18.0,0.0,0.0,2.0,16.0,0.0,350.0,53.0,12.0,1.0,30.0,27.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,118.0,5.0,3.0,143.0,3.0,360.0,12.0,18.0,0.0,17.0,78.0,18.0,8.0,0.0,1.0,51.0,313.0,32401.0
Sikkim,East,2014,16,,0,,,4,,0.0,0.0,0.0,16.0,1.0,15.0,5.0,9.0,7.0,0.0,0.0,0.0,2.0,15.0,4.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
Sikkim,North,2014,2,,0,,,1,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Sikkim,South,2014,15,,0,,,0,,0.0,0.0,0.0,15.0,0.0,15.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Sikkim,West,2014,14,,0,,,0,,0.0,0.0,0.0,14.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Sikkim,CID,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sikkim,Total,2014,47,,0,,,5,,1.0,0.0,1.0,46.0,1.0,45.0,9.0,12.0,9.0,0.0,0.0,0.0,3.0,34.0,14.0,1.0,0.0,2.0,17.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
Tamil Nadu,Ariyalur,2014,6,,2,,,7,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,114.0
Tamil Nadu,Chennai,2014,65,,10,,,302,,0.0,0.0,0.0,65.0,0.0,65.0,1.0,23.0,6.0,0.0,1.0,16.0,0.0,59.0,0.0,0.0,0.0,0.0,59.0,157.0,0.0,157.0,0.0,0.0,0.0,38.0,40.0,0.0,0.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,3.0,0.0,34.0,0.0,0.0,0.0,4.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,249.0,88.0,1107.0
Tamil Nadu,Coimbatore,2014,7,,0,,,47,,0.0,0.0,0.0,7.0,0.0,7.0,0.0,35.0,0.0,0.0,0.0,31.0,4.0,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
Tamil Nadu,Coimbatore City,2014,5,,0,,,63,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,4.0,17.0,3.0,226.0
Tamil Nadu,Cuddalore,2014,14,,5,,,39,,0.0,0.0,0.0,14.0,0.0,14.0,0.0,83.0,68.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
Tamil Nadu,Dharmapuri,2014,11,,2,,,32,,0.0,0.0,0.0,11.0,0.0,11.0,0.0,136.0,0.0,0.0,0.0,136.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,263.0
Tamil Nadu,Dindigul,2014,15,,4,,,119,,0.0,0.0,0.0,15.0,0.0,15.0,0.0,112.0,0.0,0.0,0.0,112.0,0.0,29.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,349.0
Tamil Nadu,Erode,2014,0,,0,,,26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,5.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,152.0
Tamil Nadu,Kanchipuram,2014,16,,2,,,19,,0.0,0.0,0.0,16.0,0.0,16.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
Tamil Nadu,Kanyakumari,2014,7,,2,,,56,,0.0,0.0,0.0,7.0,0.0,7.0,1.0,15.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,204.0
Tamil Nadu,Karur,2014,1,,1,,,9,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,13.0,2.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,88.0
